x,y,times
378.4158020019531,265.7167053222656,113.327
379.96478271484375,266.6026306152344,113.362
380.4992065429687,266.3829650878906,113.398
380.6432393391927,266.90171813964844,113.433
381.1488291422526,267.282465616862,113.466
381.3370768229167,267.62038167317706,113.501
381.4949951171875,267.94940185546875,113.538
381.5358022054036,268.0624542236328,113.573
381.47637939453125,268.31407165527344,113.602
381.2763315836589,268.5125427246094,113.637
380.9918212890625,268.5951182047526,113.672
380.8944396972656,268.5638376871745,113.707
380.55836995442706,268.65891520182294,113.735
380.1501057942708,268.7345428466797,113.767
380.20643615722656,268.68291727701825,113.806
380.4926045735677,268.59051513671875,113.841
380.85484822591144,268.4852752685547,113.874
380.93675740559894,268.344243367513,113.912
381.2652994791667,268.07179768880206,113.953
381.51560465494794,267.7629852294922,113.98
381.61525472005206,267.6135965983073,114.021
381.62050374348956,267.5171610514323,114.048
381.6584218343099,267.56202189127606,114.088
381.97113037109375,267.60870361328125,114.122
382.09654744466144,267.6580505371094,114.166
382.2706044514974,267.8341369628906,114.202
382.3723551432292,267.80865987141925,114.236
382.51446024576825,267.73045857747394,114.271
382.50840759277344,267.613037109375,114.295
382.42816670735675,267.5571797688802,114.331
382.4547932942708,267.53394571940106,114.366
382.1859436035156,267.3964436848958,114.4
381.9159240722656,267.360834757487,114.436
381.62787373860675,267.33311971028644,114.47
381.68358357747394,267.440912882487,114.505
381.5518391927083,267.53172302246094,114.54
381.53635660807294,267.45795186360675,114.575
381.7480773925781,267.47907002766925,114.61
381.8901672363281,267.60780334472656,114.646
381.95457458496094,267.7757873535156,114.674
381.8136393229167,267.7958730061849,114.701
381.9616190592448,267.9171956380208,114.738
381.7973175048828,268.1736704508464,114.772
381.5963083902995,268.28858439127606,114.8
381.35955301920575,268.2995198567708,114.841
381.3839619954427,268.2542673746745,114.876
381.5249379475911,268.1701965332031,114.912
381.4788004557292,268.0591786702474,114.949
381.6629231770833,267.9586181640625,114.978
381.6590118408203,267.8400472005208,115.009
381.72735087076825,267.87559000651044,115.043
381.6881510416667,267.77259826660156,115.082
381.2765858968099,267.63409423828125,115.116
381.0653432210286,267.37473551432294,115.151
380.93519083658856,267.1629333496094,115.185
381.27223714192706,267.26189676920575,115.22
381.5701904296875,267.26857503255206,115.257
381.7261912027995,267.48207600911456,115.291
382.16290791829425,268.0049285888672,115.321
381.29457600911456,269.1990559895833,115.356
379.8707631429036,271.2773081461589,115.392
377.4014841715495,273.93316141764325,115.426
374.70281473795575,277.0434061686198,115.461
372.00225830078125,279.61451721191406,115.495
368.5392303466797,282.29387919108075,115.531
366.1243489583333,284.25909932454425,115.566
363.5767771402995,285.7676239013672,115.601
361.57895914713544,286.3868713378906,115.636
359.4085642496745,286.5738932291667,115.671
356.6755727132161,287.90931701660156,115.706
354.38628641764325,289.458735148112,115.736
351.6170705159505,291.3110605875651,115.772
349.3090108235677,292.08252970377606,115.807
346.76556905110675,293.4316813151042,115.842
344.25758361816406,294.84889729817706,115.876
342.4225209554036,295.6310068766276,115.911
340.64894612630206,295.67332458496094,115.947
338.78179931640625,294.97723388671875,115.981
336.78693135579425,295.1756947835286,116.016
335.1415049235026,294.8421885172526,116.051
333.8572998046875,294.51268513997394,116.086
332.21949259440106,294.19298299153644,116.116
330.3787536621094,294.4001057942708,116.151
328.44910685221356,294.77752685546875,116.186
326.8108215332031,294.7071482340495,116.222
325.07826232910156,294.3969014485677,116.256
323.49170939127606,293.868657430013,116.292
322.3188018798828,293.1739145914714,116.326
321.20824178059894,292.504877726237,116.361
320.95721944173175,292.01006571451825,116.396
321.0061289469401,291.57672119140625,116.426
321.7927703857422,291.11944071451825,116.461
322.2791290283203,290.80695088704425,116.495
323.0098571777344,290.65439860026044,116.531
323.94562276204425,291.2374267578125,116.565
325.6783447265625,291.27623494466144,116.601
326.95213317871094,291.1008809407552,116.635
328.5478871663411,290.9648030598958,116.672
331.1697082519531,291.19000244140625,116.706
334.2748311360677,291.10752868652344,116.741
337.5165506998698,289.5504201253255,116.772
339.8066151936849,289.1490224202474,116.806
342.6340637207031,287.87847391764325,116.841
345.1415506998698,286.8014729817708,116.877
347.63624064127606,284.50587463378906,116.911
349.8640594482422,280.59108479817706,116.946
353.2477773030599,277.30987040201825,116.982
357.3585611979167,272.916015625,117.016
360.91846720377606,269.91965738932294,117.052
364.5739390055339,267.2073669433594,117.086
367.79270935058594,265.2900085449219,117.121
370.74176534016925,265.13831583658856,117.151
372.59120178222656,264.61167907714844,117.187
373.7823740641276,265.09241739908856,117.221
375.4413350423177,265.28648885091144,117.256
376.6786142985026,265.28217061360675,117.291
377.63026936848956,265.2487335205078,117.327
378.3042297363281,265.4187266031901,117.361
378.94227600097656,265.7154184977214,117.396
379.55312093098956,265.5883026123047,117.431
379.7899119059245,265.5465901692708,117.458
379.6651865641276,265.5502217610677,117.503
379.204839070638,265.50026448567706,117.529
378.5895640055339,265.62266540527344,117.564
378.0590311686198,265.50506083170575,117.599
377.4109395345052,265.5070037841797,117.645
377.457270304362,265.72935485839844,117.678
377.76658121744794,265.9291534423828,117.712
378.35761006673175,266.1823018391927,117.747
379.1907196044922,265.9835611979167,117.776
380.0891418457031,265.88255818684894,117.811
382.20806376139325,266.0016784667969,117.842
384.246587117513,265.9272766113281,117.877
387.56414286295575,266.702153523763,117.912
392.1274922688802,268.3033752441406,117.947
398.1084798177083,271.08216857910156,117.981
404.62660725911456,275.5396728515625,118.016
411.07574971516925,281.6763865152995,118.051
418.56243896484375,288.6062927246094,118.087
425.8373565673828,294.92383829752606,118.122
434.52137756347656,302.0499521891276,118.151
442.1391957600911,308.3505859375,118.186
450.4499206542969,314.47509765625,118.257
458.57309977213544,319.83509826660156,118.326
464.9981282552083,325.4832407633464,118.361
470.9152374267578,331.06760660807294,118.396
474.39454142252606,335.2469482421875,118.431
478.8181457519531,341.0757293701172,118.467
482.9652506510417,347.09694417317706,118.502
486.85084533691406,353.02264912923175,118.531
492.04270426432294,359.1358947753906,118.567
497.62290954589844,366.2375030517578,118.601
504.10890706380206,374.029541015625,118.636
510.3378550211589,381.0306752522786,118.671
516.9332326253256,387.8598175048828,118.707
523.5783081054688,394.22389221191406,118.741
530.2451680501302,400.1866811116536,118.776
536.8110555013021,405.6212209065755,118.811
543.5539957682291,411.0604604085286,118.847
550.7129313151041,417.37864176432294,118.881
557.6293029785156,423.21819559733075,118.911
565.1204223632812,429.1189371744792,118.947
572.4410807291666,435.3031463623047,118.981
579.9674682617188,441.1706949869792,119.016
586.9134318033854,446.62257385253906,119.051
593.01025390625,450.7740122477214,119.087
598.5774332682291,454.4905090332031,119.121
604.9933268229166,458.294926961263,119.156
610.8104960123698,460.6569569905599,119.191
615.6900838216146,462.7790781656901,119.226
620.2401428222656,464.20177205403644,119.257
624.3413798014323,465.3653513590495,119.291
628.2431437174479,466.3670145670573,119.327
630.0049133300781,466.9216003417969,119.361
631.5765380859375,467.7103017171224,119.396
633.008290608724,468.32762654622394,119.431
634.2551879882812,469.36182657877606,119.466
635.2762044270834,470.0414632161458,119.502
635.9855346679688,470.70348103841144,119.532
636.9464619954427,470.91675821940106,119.566
638.0308329264323,471.68756612141925,119.602
639.0300496419271,472.4360860188802,119.637
639.9998677571615,472.86963907877606,119.672
641.5084126790365,473.50025431315106,119.706
643.0274861653646,474.1719462076823,119.741
644.6877136230469,475.6856282552083,119.777
646.263926188151,476.832524617513,119.812
647.5067647298177,477.88519795735675,119.847
648.8521830240885,478.75327555338544,119.882
649.9036661783854,479.8699544270833,119.912
651.4688924153646,480.5570882161458,119.946
652.9709777832031,480.6335957845052,119.981
654.4769694010416,480.8754170735677,120.017
655.9587707519531,480.9264780680339,120.051
657.6216634114584,481.0045471191406,120.086
659.6732991536459,481.4945373535156,120.121
660.9525044759115,482.1148427327474,120.157
662.2011413574219,483.23166910807294,120.191
663.4825642903646,484.4827372233073,120.226
665.3799133300781,486.1968994140625,120.262
667.4656778971354,488.24920654296875,120.292
670.0765482584635,490.9673665364583,120.327
673.5290832519531,493.8149058024089,120.361
676.9357096354166,495.96861267089844,120.466
680.991953531901,497.214106241862,120.501
685.4751993815104,498.8378448486328,120.536
689.7989298502604,500.0267588297526,120.572
693.431396484375,499.92616271972656,120.601
696.5600789388021,499.9389139811198,120.636
699.7833658854166,500.00323486328125,120.672
702.1314290364584,500.6727549235026,120.707
703.9690856933594,500.75696818033856,120.741
705.5781758626302,501.3170623779297,120.777
706.8883361816406,501.6673278808594,120.812
708.0888875325521,501.75531514485675,120.847
709.2157084147135,502.26287841796875,120.881
710.6304016113281,502.3899841308594,120.916
712.2592366536459,502.2150115966797,120.946
713.8928731282552,502.04419962565106,120.981
715.9324951171875,501.67247517903644,121.017
718.7317301432291,501.24072265625,121.052
722.859364827474,499.3689727783203,121.087
727.9310099283854,496.9290313720703,121.122
733.4281005859375,494.7586720784505,121.156
739.0140584309896,492.0550231933594,121.192
745.2527160644531,488.4888916015625,121.227
751.2865091959635,483.0410461425781,121.262
757.1875712076823,476.70823669433594,121.297
762.776357014974,470.023681640625,121.331
768.9482930501302,462.18992106119794,121.361
775.9222005208334,453.2818247477214,121.397
782.7852478027344,444.3351593017578,121.432
790.4834899902344,435.15655517578125,121.467
798.2318929036459,426.5822041829427,121.501
806.209971110026,417.2477162679036,121.537
814.2351786295573,407.19053141276044,121.571
822.7643839518229,396.437016805013,121.606
831.7774963378906,385.27223205566406,121.636
840.7888692220052,374.15541076660156,121.671
850.1131693522135,362.640869140625,121.706
859.7228495279948,351.5726267496745,121.742
869.0536905924479,340.6671142578125,121.777
877.9674580891927,330.57251993815106,121.811
886.1541341145834,320.635737101237,121.847
892.7487182617188,311.89110310872394,121.881
899.1632995605469,302.9761199951172,121.917
904.5974324544271,294.556157430013,121.952
909.7940877278646,287.5411326090495,121.986
914.0751444498698,281.35829671223956,122.021
917.8705851236979,276.6395975748698,122.052
921.3846435546875,272.4862823486328,122.086
923.4434814453125,270.1921081542969,122.121
924.9913635253906,268.8163146972656,122.157
925.6939493815104,267.76206970214844,122.192
926.0352681477865,267.0848846435547,122.226
925.9515482584635,266.05865478515625,122.259
926.1777547200521,265.4135437011719,122.296
926.3690694173177,264.5661366780599,122.332
926.4465942382812,263.8509877522786,122.372
926.3467407226562,263.2307586669922,122.402
926.407969156901,262.743169148763,122.44
926.4173583984375,262.5788930257161,122.467
926.3222147623698,262.46234639485675,122.507
926.193349202474,262.61765543619794,122.542
926.0836283365885,262.5906931559245,122.571
926.0619506835938,262.62628173828125,122.606
925.8586730957031,262.71559143066406,122.647
925.8273213704427,262.62770080566406,122.682
925.8579610188802,262.4198252360026,122.704
925.8484293619791,262.1120096842448,122.742
925.8559875488281,262.04262288411456,122.773
925.8937479654948,261.9895426432292,122.808
926.0055236816406,261.7281188964844,122.856
926.048594156901,261.5262756347656,122.892
926.0197143554688,261.38958231608075,122.914
926.0783894856771,261.3036855061849,122.956
926.1495157877604,261.1940663655599,122.992
926.2307535807291,261.09580485026044,123.023
926.2527567545573,261.4043223063151,123.053
926.3130289713541,261.69786071777344,123.09
926.4154764811198,262.03271484375,123.122
926.4057312011719,262.4551645914714,123.159
926.3755391438802,262.7013244628906,123.195
926.1981201171875,262.7459462483724,123.23
