,x,y
1461,345.1013488769531,273.7870788574219
1462,346.55438232421875,274.97900390625
1463,346.2363586425781,273.6963806152344
1464,344.5220031738281,271.5052490234375
1465,345.4620056152344,268.05352783203125
1466,342.8945007324219,265.9686279296875
1467,341.57623291015625,264.3475036621094
1468,342.6918029785156,260.5693664550781
1469,343.3722229003906,260.180908203125
1470,343.8946533203125,260.62823486328125
1471,345.1231994628906,261.033935546875
1472,345.4512634277344,260.6417541503906
1473,345.1182861328125,261.3423156738281
1474,345.1396789550781,261.80279541015625
1475,344.6605224609375,260.971435546875
1476,344.3558654785156,260.9221496582031
1477,343.7005310058594,261.3550109863281
1478,344.1231994628906,261.1080627441406
1479,344.26171875,261.24169921875
1480,344.44207763671875,261.3721008300781
1481,346.0809631347656,261.8401794433594
1482,345.21405029296875,261.4020690917969
1483,346.0770263671875,261.4483642578125
1484,346.3543701171875,261.6739501953125
1485,346.7895812988281,261.3606872558594
1486,347.0635986328125,261.1866149902344
1487,347.1845703125,261.32550048828125
1488,348.3849792480469,262.3171691894531
1489,349.7215270996094,262.9467468261719
1490,350.3208923339844,263.197509765625
1491,351.02606201171875,264.0208740234375
1492,350.4366149902344,264.9280090332031
1493,350.9128112792969,265.3086242675781
1494,351.2156677246094,265.7230529785156
1495,352.28045654296875,265.9982604980469
1496,352.2737731933594,266.622314453125
1497,351.885498046875,266.2073669433594
1498,351.7742614746094,265.3551025390625
1499,351.51739501953125,264.63427734375
1500,350.1446228027344,263.5525817871094
1501,349.1438293457031,262.9012145996094
1502,349.3296203613281,262.8487243652344
1503,350.28265380859375,262.69976806640625
1504,349.93853759765625,261.7750244140625
1505,349.5986328125,261.0648498535156
1506,349.9602355957031,261.6068115234375
1507,350.0525207519531,261.4681091308594
1508,349.7661437988281,260.969482421875
1509,348.51385498046875,260.301025390625
1510,348.2173767089844,260.1840515136719
1511,348.3122863769531,260.34130859375
1512,348.18609619140625,258.68414306640625
1513,347.05645751953125,256.9822692871094
1514,346.75592041015625,256.9908142089844
