x,y,times
356.39483642578125,231.75958251953125,951.9055
356.3804931640625,231.88758850097656,951.94
357.2200927734375,230.42999267578125,951.9753333333333
358.7942759195964,229.27441914876303,952.0107
360.02789306640625,228.1916758219401,952.0447333333333
361.5435485839844,227.2360076904297,952.0748666666667
363.1831766764323,226.5826619466146,952.111
364.56931559244794,226.1920598347982,952.1446
365.414794921875,226.10267130533853,952.1798
365.97203063964844,226.6167780558268,952.2150333333333
366.1747639973958,227.2328872680664,952.2501666666667
365.82318623860675,228.02596537272134,952.2854
364.61846923828125,228.87337493896484,952.3196333333333
363.1970469156901,229.91006469726562,952.3549333333333
361.74977620442706,230.99285888671875,952.3904666666666
360.3642069498698,231.88619486490884,952.4197
359.1386006673177,232.54854583740234,952.4548333333333
358.18511454264325,232.8211873372396,952.4898
358.066167195638,232.85227711995444,952.525
358.76356506347656,232.65805053710938,952.5601333333333
359.9517517089844,232.27147674560547,952.5954333333333
361.44952901204425,231.65318298339844,952.6296666666667
363.0934244791667,231.20343780517578,952.6649666666667
364.9126485188802,230.92093658447266,952.7002333333334
366.5132700602214,230.7939936319987,952.7303333333333
367.4532725016276,230.79503377278647,952.7698333333333
367.9309387207031,231.01170603434244,952.8002
367.933837890625,231.59388732910156,952.8355666666666
367.39251708984375,232.43736521402994,952.8698666666667
366.4938049316406,233.37487284342447,952.9050666666667
365.3157552083333,234.3107681274414,952.9403
364.2172393798828,235.08709971110025,952.9749
363.26751200358075,235.49049377441406,953.0103
362.55577087402344,235.51663208007812,953.0446333333333
362.57021077473956,235.05343882242838,953.0799666666667
362.9126434326172,234.30396270751953,953.1102333333333
363.696782430013,233.4143549601237,953.1453333333334
364.6105244954427,232.5930150349935,953.1806
365.58209737141925,231.96478780110678,953.2146333333334
366.7547098795573,231.70445251464844,953.2497666666667
367.8426869710286,231.5983657836914,953.2851333333333
368.8974304199219,231.3835678100586,953.355
369.6639404296875,231.07007598876953,953.3901
369.71018981933594,230.6908391316732,953.5956
369.8680419921875,230.65261586507162,953.6297
369.62697347005206,230.50222778320312,953.6623666666667
369.1299133300781,230.35957845052084,953.7004
368.548344930013,230.4059092203776,953.7347666666667
368.18866475423175,230.65139770507812,953.7698666666666
368.5068054199219,230.98939514160156,953.8002333333334
368.5849965413411,230.90059661865234,953.8354333333333
368.74342854817706,230.6283925374349,953.8698666666667
368.82081095377606,230.3994140625,953.9051333333333
368.78038024902344,230.21494801839194,953.9404333333333
368.4661000569661,230.05709838867188,953.9748666666667
368.0385386149089,229.87664286295572,954.0101333333333
367.60204060872394,229.82609049479166,954.0454333333333
367.1800893147786,230.04420471191406,954.0799666666667
367.0280253092448,230.19932301839194,954.1151333333333
367.1734924316406,230.3200225830078,954.1452666666667
367.80510965983075,230.45483907063803,954.1804666666667
368.4462636311849,230.52447255452475,954.2147666666667
369.1156768798828,230.73886108398438,954.2501333333333
369.85606892903644,230.81534576416016,954.2855
370.10516357421875,230.5073445638021,954.3207
369.9443613688151,230.43387603759766,954.3549666666667
369.775629679362,230.52220153808594,954.5607
369.8460388183594,230.66979471842447,954.5953333333333
369.8405405680339,230.72798665364584,954.6649
369.7804005940755,230.81781005859375,954.7003666666667
369.99810791015625,231.35410817464194,954.7349
370.3927052815755,231.63534037272134,954.7700666666667
370.4335021972656,231.70144399007162,954.8053
370.33111063639325,231.7634302775065,954.8357333333333
