,x,y
455,356.2249755859375,157.1940460205078
456,356.1195983886719,159.34620666503906
457,356.42706298828125,161.80099487304688
458,356.7759094238281,162.3446502685547
459,357.11578369140625,163.17982482910156
460,357.0738830566406,163.96337890625
461,356.9290771484375,165.59642028808594
462,357.8768615722656,165.65591430664062
463,358.7770690917969,166.1855010986328
464,359.44500732421875,166.6453857421875
465,360.1221008300781,166.6891632080078
466,360.8826904296875,165.97872924804688
467,361.1288146972656,165.93289184570312
468,360.69482421875,166.54595947265625
469,362.1699523925781,167.05911254882812
470,363.1064758300781,167.21336364746094
471,363.8216247558594,167.3328857421875
472,364.2679748535156,168.17459106445312
474,365.7085266113281,168.4727325439453
475,365.06292724609375,168.53941345214844
476,363.9187622070313,168.46974182128906
477,363.6466369628906,168.3135528564453
478,363.1741333007813,168.3512420654297
479,362.7839965820313,169.26947021484375
480,362.2984924316406,169.03346252441406
481,362.6289367675781,168.46434020996094
482,363.44732666015625,167.39488220214844
483,364.0026245117187,167.15478515625
484,364.4914245605469,167.129638671875
485,365.310302734375,167.058837890625
486,364.6982116699219,167.10281372070312
487,362.8531188964844,166.91468811035156
488,361.9201354980469,166.63023376464844
489,361.7890625,166.3515167236328
490,360.38958740234375,166.04966735839844
491,359.7460632324219,166.03028869628906
492,359.58441162109375,164.73403930664062
493,360.3634033203125,164.4340057373047
494,360.50927734375,164.3801727294922
495,361.10736083984375,165.1196746826172
496,360.793701171875,164.76072692871094
497,360.5774841308594,164.44869995117188
498,360.0575256347656,163.84815979003906
499,359.45965576171875,163.5426483154297
500,359.5071716308594,163.72093200683594
501,360.4781799316406,163.9120330810547
502,362.6580505371094,165.07022094726562
503,363.87054443359375,165.60609436035156
504,365.2564392089844,166.13577270507812
505,365.88824462890625,165.95254516601562
506,366.008544921875,166.21322631835938
507,366.0348815917969,166.4798126220703
508,366.0285034179687,166.3342742919922
509,365.8864440917969,166.33395385742188
510,366.152587890625,166.6156463623047
511,366.6785278320313,166.8739776611328
512,366.4326477050781,167.51609802246094
513,366.5066528320313,167.46278381347656
514,366.9591064453125,167.4716796875
515,367.4864807128906,167.5413360595703
516,367.5839538574219,168.23834228515625
517,368.0373840332031,168.2710418701172
518,368.2012634277344,168.4364776611328
519,368.136474609375,168.38272094726562
520,367.9407653808594,167.92282104492188
521,367.0490112304687,168.36968994140625
522,367.59320068359375,168.58409118652344
523,368.015869140625,169.25038146972656
524,368.236328125,168.6712646484375
525,368.8951416015625,169.44822692871094
526,370.3022766113281,169.12440490722656
527,370.2449645996094,169.67840576171875
528,369.96295166015625,169.5919647216797
529,369.6098937988281,169.0013427734375
530,368.3193054199219,169.4246063232422
531,367.6627502441406,169.44586181640625
532,367.30517578125,169.23709106445312
533,368.0328369140625,168.67861938476562
534,368.3874206542969,168.45494079589844
535,367.9967956542969,168.93588256835938
536,368.1476745605469,169.42538452148438
537,368.2845153808594,169.18704223632812
538,368.87646484375,169.29458618164062
539,368.8023681640625,169.38168334960938
540,368.4108581542969,169.46966552734375
541,368.1307373046875,169.43417358398438
542,367.2900085449219,169.8708953857422
543,365.9949645996094,169.891357421875
544,362.9119873046875,169.37901306152344
545,357.3912658691406,169.83883666992188
546,353.3870544433594,169.76791381835938
547,349.4493103027344,169.6476287841797
548,345.9767761230469,169.81893920898438
549,341.2929382324219,171.80880737304688
550,340.0949401855469,173.50404357910156
551,339.2765808105469,174.02801513671875
552,338.3194885253906,174.41799926757812
553,337.2034606933594,174.5996551513672
554,336.7535095214844,173.90733337402344
555,335.9157409667969,171.41519165039062
556,335.3376159667969,170.40536499023438
557,334.85174560546875,169.83541870117188
558,336.2165832519531,169.14064025878906
559,336.7315673828125,169.4737548828125
560,338.45654296875,169.66384887695312
561,339.4629211425781,170.54112243652344
562,341.29412841796875,171.82522583007812
563,342.97027587890625,172.8370819091797
564,341.86749267578125,173.79876708984375
565,340.79180908203125,175.95651245117188
566,339.3868103027344,177.82705688476562
567,339.49462890625,179.18093872070312
568,338.1559143066406,180.5100250244141
569,336.4976501464844,181.9853515625
570,340.8153076171875,181.7825927734375
571,327.0079650878906,185.218994140625
572,322.08209228515625,187.6920928955078
573,315.9128723144531,193.99554443359375
574,307.4727783203125,198.9976806640625
575,302.13348388671875,206.95542907714844
576,299.1984558105469,215.2279815673828
577,298.078369140625,223.8918914794922
578,297.27960205078125,231.00059509277344
579,295.39385986328125,236.96449279785156
580,295.1418151855469,240.5678253173828
581,293.56005859375,242.53553771972656
582,290.6877136230469,241.7991943359375
583,288.2470397949219,240.98028564453125
584,286.29638671875,240.3152008056641
585,285.6929626464844,240.0031890869141
586,286.09124755859375,239.17990112304688
587,288.5073547363281,239.02867126464844
588,291.63323974609375,239.61227416992188
589,295.6060485839844,241.20233154296875
590,299.48529052734375,242.19302368164065
591,302.4674987792969,243.3026123046875
592,306.0216979980469,246.22921752929688
593,310.97161865234375,250.7270965576172
594,313.792724609375,254.85069274902344
595,315.6700439453125,261.7685546875
596,318.9920349121094,270.9489440917969
597,325.17681884765625,280.5731201171875
598,334.79376220703125,287.2541809082031
599,338.5559387207031,292.9164123535156
600,338.7762756347656,296.16015625
601,337.9441223144531,300.5489807128906
602,337.6662902832031,302.3813781738281
603,338.5832214355469,303.6108703613281
604,340.48150634765625,304.06610107421875
605,343.9754943847656,305.0861511230469
606,348.9100341796875,304.40460205078125
607,354.0454406738281,303.34674072265625
608,357.458740234375,301.0994873046875
609,360.7192077636719,298.333740234375
610,365.6666564941406,295.0062561035156
611,369.0671997070313,292.2169494628906
612,373.6990051269531,292.8349609375
613,380.2962951660156,293.320068359375
614,385.9192199707031,294.4857482910156
615,394.3621520996094,295.3639831542969
616,400.7498168945313,296.4542236328125
617,411.8576354980469,298.4081115722656
618,418.3189392089844,299.39935302734375
619,427.7725524902344,299.10809326171875
620,432.6794128417969,297.94976806640625
621,434.5771789550781,296.38970947265625
622,438.65533447265625,296.4046325683594
623,439.67681884765625,295.9385986328125
624,442.7424621582031,296.2938537597656
625,445.8749694824219,296.92041015625
626,447.7353210449219,298.4142150878906
627,451.79644775390625,299.7275695800781
628,457.0008544921875,301.43701171875
629,461.9464111328125,302.6617126464844
630,465.72271728515625,306.837158203125
631,469.3694763183594,309.74554443359375
632,476.604248046875,312.30023193359375
633,479.0484313964844,312.7273254394531
634,479.75439453125,313.686279296875
635,482.5482482910156,314.1980895996094
636,486.982666015625,317.0990905761719
637,488.0361633300781,323.2568664550781
638,494.6931457519531,325.4662780761719
639,495.92230224609375,328.9209899902344
640,496.7658996582031,328.3752746582031
641,500.28277587890625,329.25665283203125
642,495.2789611816406,329.55517578125
643,500.7590637207031,333.3189392089844
644,504.5098876953125,335.66668701171875
645,506.8801574707031,336.92364501953125
646,509.062744140625,339.2922668457031
647,519.4020385742188,347.5499572753906
648,524.668701171875,349.3558044433594
649,527.025146484375,356.5198669433594
650,531.7443237304688,362.4520568847656
651,533.0455322265625,367.8485107421875
652,541.7651977539062,375.7481994628906
653,546.6322021484375,381.6234436035156
654,549.5001831054688,384.59173583984375
655,556.6200561523438,387.5712890625
656,559.6383666992188,392.0456237792969
657,563.49072265625,395.8136901855469
658,572.3193969726562,403.5075073242187
659,578.633544921875,412.35150146484375
660,585.0596313476562,414.99853515625
661,591.0655517578125,416.1386413574219
662,595.6117553710938,418.84515380859375
663,599.618896484375,423.7939453125
664,606.4512939453125,431.8070068359375
665,609.5635986328125,439.0146484375
666,612.9317016601562,443.2513427734375
667,615.3995971679688,444.3105163574219
668,603.7498779296875,441.4293518066406
669,616.16748046875,447.6495361328125
670,620.1964111328125,451.8454284667969
671,621.9263305664062,456.9720458984375
672,622.4888916015625,462.0232543945313
673,625.54296875,466.4791564941406
674,629.0064697265625,468.90924072265625
675,631.8516845703125,469.3399963378906
676,637.4622802734375,469.7142028808594
677,638.3081665039062,471.66986083984375
678,640.8622436523438,474.1295471191406
679,642.2008056640625,475.8901062011719
680,643.7765502929688,480.0859069824219
681,646.1282348632812,488.1147766113281
682,647.717041015625,494.9272766113281
683,646.9304809570312,500.07867431640625
684,645.2907104492188,504.2907104492187
685,644.8106079101562,506.8350830078125
686,644.9188232421875,508.9913024902344
687,645.4755859375,513.8092651367188
688,647.0296020507812,517.9862060546875
689,648.126953125,523.3333740234375
690,649.1204833984375,528.4219970703125
691,650.862548828125,535.4778442382812
692,651.1461181640625,543.060791015625
693,653.4740600585938,547.9468994140625
694,655.0379028320312,553.3812255859375
695,657.1460571289062,558.7383422851562
696,658.844970703125,566.249267578125
697,662.3026123046875,574.0986328125
698,662.6689453125,580.291259765625
699,663.0267333984375,585.0476684570312
700,663.3005981445312,591.8566284179688
701,663.5206298828125,597.663330078125
702,662.9312744140625,607.4331665039062
703,661.6762084960938,613.3939819335938
704,662.568359375,619.0270385742188
705,663.7695922851562,625.0259399414062
706,668.61376953125,631.8014526367188
707,669.0772705078125,638.0802001953125
708,670.2245483398438,644.2470092773438
709,667.4247436523438,651.9482421875
710,664.108154296875,660.490234375
711,662.2589721679688,670.844482421875
712,662.9218139648438,679.3680419921875
713,666.1769409179688,686.5518798828125
714,670.9348754882812,692.6180419921875
715,672.3123168945312,700.1856079101562
716,670.686279296875,709.561279296875
717,671.25634765625,720.0958862304688
718,669.7258911132812,727.8629150390625
719,668.3887939453125,735.6744384765625
720,665.2825317382812,741.1043090820312
721,663.45703125,748.0496215820312
722,662.3994140625,757.7522583007812
723,662.0338134765625,767.4750366210938
724,664.8310546875,777.4674682617188
725,659.3662109375,781.7901000976562
726,662.5031127929688,797.7246704101562
727,663.2146606445312,804.69677734375
728,664.8342895507812,813.8399047851562
729,667.9209594726562,820.4746704101562
730,666.8761596679688,826.667724609375
731,664.8179321289062,832.241943359375
732,663.1974487304688,837.23046875
733,660.757568359375,843.8328857421875
734,660.6080322265625,848.4959716796875
735,662.614990234375,854.2493286132812
736,664.3723754882812,861.7734375
737,669.958740234375,866.2955932617188
738,670.8988037109375,873.2542114257812
739,668.8006591796875,878.0255737304688
740,668.8218994140625,880.9974975585938
741,668.4074096679688,884.6688232421875
742,667.7719116210938,889.0186767578125
743,667.0499267578125,891.6751708984375
744,665.6564331054688,895.8145751953125
745,665.5792236328125,898.9351806640625
746,665.2212524414062,901.61181640625
747,662.68212890625,903.4274291992188
748,662.3289184570312,905.1854248046876
749,661.114501953125,906.8573608398438
750,659.5571899414062,907.254150390625
751,658.6989135742188,906.60107421875
752,658.9920043945312,906.3884887695312
753,660.5986938476562,907.3228149414062
754,661.1461181640625,908.2344970703124
755,660.6427001953125,908.6038208007812
756,659.2886352539062,908.8642578125
757,658.1412353515625,909.315673828125
758,657.4457397460938,909.70458984375
759,657.1995239257812,908.91455078125
760,656.9225463867188,908.89892578125
761,656.2744750976562,908.8868408203124
762,656.9479370117188,908.9483642578124
763,655.72412109375,911.84326171875
764,655.3870239257812,913.1182250976562
765,654.297119140625,913.786865234375
766,652.46484375,912.1859130859376
767,650.2867431640625,911.281982421875
768,650.3734741210938,910.8606567382812
769,649.15966796875,909.7957763671876
770,648.5613403320312,909.3490600585938
771,647.9710693359375,910.2586669921876
772,646.3397216796875,909.826416015625
773,646.2192993164062,910.5989379882812
774,645.07666015625,910.5303955078124
775,644.15380859375,910.5321655273438
776,643.4043579101562,909.1704711914062
777,643.6467895507812,909.4767456054688
778,644.30322265625,910.0751342773438
779,644.201171875,910.73974609375
780,644.712158203125,912.21533203125
781,645.3922119140625,912.1051635742188
782,645.3646240234375,911.312255859375
783,644.921875,910.6865844726562
784,644.7776489257812,910.7947998046876
785,644.6820068359375,909.760009765625
786,644.406494140625,909.9269409179688
787,644.5154418945312,909.7426147460938
788,644.7244262695312,909.5648803710938
789,645.490234375,909.0553588867188
790,644.5548706054688,908.955078125
791,643.821044921875,908.7169189453124
792,643.6329956054688,908.2525024414062
793,643.6912841796875,907.0498046875
794,642.3211059570312,905.4248657226562
795,641.9470825195312,904.625
796,642.2789916992188,905.0894775390624
797,641.9948120117188,904.7550659179688
798,641.60595703125,904.9024658203124
799,641.8302612304688,904.9793090820312
800,642.9132690429688,905.6925659179688
801,644.09912109375,906.728515625
802,643.146240234375,905.486572265625
803,642.3771362304688,904.8887939453124
804,642.3912353515625,904.8623657226562
805,641.6137084960938,904.1746215820312
806,641.3132934570312,903.4530029296876
807,641.0366821289062,903.3242797851562
808,640.8578491210938,903.4158325195312
809,641.0174560546875,903.17333984375
810,640.9862060546875,903.0497436523438
811,641.12353515625,902.6454467773438
812,641.0900268554688,901.9640502929688
813,640.973876953125,901.6171264648438
814,640.6288452148438,901.9484252929688
815,640.7090454101562,902.434326171875
816,641.3712768554688,903.7957763671876
817,640.9657592773438,903.0678100585938
818,640.510009765625,901.95849609375
819,640.140625,902.1304321289062
820,640.091064453125,901.9794921875
821,640.2661743164062,901.1975708007812
822,639.9421997070312,901.2125854492188
823,639.8598022460938,901.0939331054688
824,639.7554321289062,901.1484375
825,639.9049072265625,900.6317749023438
826,639.8563842773438,900.41845703125
827,639.4833984375,900.2570190429688
828,639.4352416992188,900.0082397460938
829,639.455810546875,900.1385498046875
830,639.5359497070312,900.0778198242188
831,639.5061645507812,900.017333984375
832,639.1138916015625,899.72509765625
833,640.292236328125,899.799072265625
834,640.14208984375,899.71337890625
835,639.2197265625,899.144775390625
836,639.1122436523438,898.7674560546875
837,638.8119506835938,898.9251708984375
838,639.0372924804688,899.0346069335938
839,639.3379516601562,899.1298217773438
840,639.0542602539062,899.2422485351562
841,638.4823608398438,899.4547119140625
842,638.263671875,899.4287719726562
843,638.2662963867188,899.2684326171875
844,638.439453125,899.2640380859375
845,638.451904296875,899.6231079101562
846,639.2049560546875,900.4610595703125
847,639.4129638671875,900.8848266601562
848,639.5595703125,900.7172241210938
849,638.3895874023438,900.1202392578125
850,638.2568359375,900.302978515625
851,638.0267333984375,899.9402465820312
852,638.1983032226562,899.6520385742188
853,637.9403076171875,899.7626342773438
854,638.0298461914062,899.839599609375
855,637.6448974609375,899.7610473632812
856,637.6966552734375,899.6290283203125
857,637.9243774414062,899.4490356445312
858,637.924560546875,899.2930297851562
859,637.388671875,899.1461181640625
860,637.0270385742188,899.1261596679688
861,637.467529296875,899.1076049804688
862,637.761474609375,899.0048217773438
863,638.0576171875,899.0364990234375
864,638.4765625,899.1781616210938
865,639.1114501953125,899.3900756835938
866,639.2061767578125,899.4000854492188
867,639.0513916015625,899.4693603515625
868,639.4628295898438,899.7615966796875
869,639.0076904296875,900.04443359375
870,639.2467041015625,900.008544921875
871,639.5267333984375,900.3445434570312
872,639.7848510742188,900.3818359375
873,640.3515014648438,900.4129638671875
874,640.3306274414062,900.265869140625
875,640.3601684570312,900.4967041015625
876,640.000244140625,900.1119384765625
877,639.89794921875,899.6768188476562
878,639.1533203125,899.7731323242188
879,639.60205078125,900.7102661132812
880,640.4227905273438,900.3373413085938
881,640.1300048828125,899.921142578125
882,639.849365234375,899.9930419921875
883,639.7615356445312,899.9229125976562
884,639.4335327148438,899.8019409179688
885,639.169677734375,899.78662109375
886,638.6971435546875,899.7777709960938
887,638.5183715820312,899.728271484375
888,637.8712158203125,899.5087280273438
889,637.9163208007812,899.280517578125
890,638.33935546875,899.2614135742188
891,638.963623046875,899.131103515625
892,638.6273803710938,899.123046875
893,638.2037353515625,898.9826049804688
894,638.6756591796875,898.8356323242188
895,638.6715087890625,898.7979736328125
896,638.7322387695312,899.0971069335938
897,638.6514282226562,899.0810546875
898,637.9591064453125,898.6688232421875
899,637.9901123046875,898.2142333984375
900,637.2551879882812,898.217529296875
901,637.139892578125,898.1046142578125
902,636.804931640625,898.06689453125
903,636.9391479492188,897.9329833984375
904,637.196044921875,897.8777465820312
905,637.0437622070312,897.9254760742188
906,637.3344116210938,897.4273071289062
907,637.4198608398438,897.435791015625
908,637.8050537109375,897.6366577148438
909,637.6535034179688,897.8656005859375
910,637.1807861328125,898.0883178710938
911,636.8098754882812,897.2528076171875
912,636.7719116210938,897.4837646484375
913,636.7804565429688,897.7548828125
914,636.8696899414062,897.7217407226562
915,637.5545654296875,897.9414672851562
916,637.8580932617188,898.102294921875
917,637.8711547851562,898.265869140625
918,638.4217529296875,897.2933959960938
919,638.3773193359375,897.2018432617188
920,638.1378173828125,897.4324340820312
921,637.5504150390625,898.3258056640625
922,637.484375,898.247802734375
923,637.549560546875,898.226806640625
924,637.5745239257812,897.4953002929688
925,637.2559814453125,897.6369018554688
926,636.9000244140625,898.2177734375
