,rat,day,total,likelihood,start,DBSCAN,jumps
0,TH510,Day4,8543,8334,505,0,655
1,TH510,Day3,5702,5388,667,0,0
2,TH510,Day2,5727,5614,348,0,0
3,TH510,Day5,3531,3354,384,0,24
4,TH510,Day7,4035,3804,283,0,1494
5,TH510,Day9,5620,5453,223,0,0
6,TH510,Day8,4810,4671,366,0,0
7,TH510,Day6,3375,3196,248,0,0
8,TH510,Day1,4301,2943,1758,0,0
