,rat,day,dlc_first_start,dlc_first_end,dlc_second_start,dlc_second_end,dlc_diff,ss_first_start,ss_first_end,ss_second_start,ss_second_end,ss_diff,ts_first_start,ts_first_end,ts_second_start,ts_second_end,ts_diff
0,BP15,Day13,0,2674,0,55442,-2674,,,,,,,,,,
