x,y,times
336.26214599609375,217.4620361328125,876.3734666666667
336.3857116699219,217.6891937255859,876.4078666666667
336.65875244140625,218.27706909179688,876.4434333333334
337.5151672363281,219.40361785888672,876.4779666666667
338.3170216878255,220.86429595947266,876.5134666666667
339.4446055094401,222.68050893147787,876.5481333333333
340.9292805989583,224.86405181884766,876.5828
342.63133239746094,227.04317728678384,876.6133666666667
344.5498301188151,229.18326822916666,876.6482333333333
346.17417399088544,230.9291025797526,876.6828
347.5333607991536,232.20457458496094,876.7177
348.4489034016927,233.10164896647134,876.7530333333333
348.9042002360026,233.5787150065104,876.7882333333333
349.0147654215495,233.96031443277994,876.8229666666666
348.7203369140625,234.15503946940103,876.8585666666667
348.48553975423175,234.54353841145834,876.8929333333333
348.37079366048175,235.1029485066732,876.9283666666666
348.2998962402344,235.6543426513672,876.9578
348.1421813964844,235.90123240152994,876.9931666666666
347.8683725992839,236.10821533203125,877.0284333333333
347.6941274007161,236.32884724934897,877.0631333333333
347.5340881347656,236.30382792154947,877.0978
347.3503011067708,235.92830912272134,877.1331333333334
347.01819864908856,235.3464101155599,877.1685333333334
346.7000732421875,234.87549845377603,877.2030666666667
346.4811604817708,234.3740997314453,877.2383666666667
345.9512227376302,233.7011515299479,877.2728
345.37176005045575,233.06362915039062,877.3031333333333
344.64283752441406,232.5090103149414,877.3378
343.95025634765625,231.884152730306,877.3734
343.09747823079425,231.02002461751303,877.4081666666667
342.1005401611328,229.90160369873047,877.4434666666667
341.2862904866536,228.77926127115884,877.4782
340.33690388997394,227.13072458902994,877.5135333333334
339.3953450520833,225.281494140625,877.5479666666666
338.5997060139974,223.51991017659506,877.5835666666667
338.0679931640625,222.00150044759116,877.6181
337.7082773844401,220.57221476236978,877.6476333333334
337.38404846191406,219.22810872395834,877.6830333333334
337.1740468343099,218.43123881022134,877.7185
337.1025136311849,217.80697377522787,877.7532333333334
337.0650126139323,217.33013661702475,877.7875
337.0523935953776,216.86121368408203,877.8225666666667
336.96241251627606,216.45580037434897,877.8581333333333
336.9574890136719,216.03872934977213,877.8926666666666
337.03704833984375,215.58197275797525,877.9281
337.0667978922526,215.2260538736979,877.9626333333333
337.12109375,214.9482218424479,877.9932333333334
337.2445576985677,214.86995442708334,878.0277
337.47601826985675,215.05330403645834,878.0634
337.5149332682292,215.31244405110678,878.0981333333333
337.4952646891276,215.6657460530599,878.1327
337.49676005045575,216.0114491780599,878.1681333333333
337.4944356282552,216.38339233398438,878.2035666666667
337.49773661295575,216.5771026611328,878.2380333333333
337.6327209472656,216.2320327758789,878.2734666666666
338.02854410807294,215.11756896972656,878.3077666666667
338.3076426188151,213.24693806966147,878.3382
338.88213602701825,211.0183868408203,878.3728666666667
339.66810607910156,208.705691019694,878.4085333333334
340.6874237060547,206.57501729329428,878.4429666666666
341.58660380045575,205.01683298746744,878.4777333333334
341.9945576985677,204.45697530110678,878.5132666666667
342.4349110921224,205.03240966796875,878.5485666666667
342.7541198730469,206.46182250976562,878.5832
343.30906168619794,208.42196400960287,878.6185
343.76048787434894,210.4183120727539,878.6530333333334
344.37330118815106,212.17819468180338,878.6834666666666
345.4845937093099,213.48950958251953,878.7179
346.9109344482422,214.16949971516928,878.7534666666667
348.1618143717448,214.22632598876953,878.7878333333333
348.89788818359375,213.86385091145834,878.8234
349.42706298828125,213.35401407877603,878.8579666666667
349.6181335449219,212.74200693766275,878.8931666666666
349.4374491373698,211.86632029215494,878.9277333333333
348.8719991048177,210.67461140950522,878.9633333333334
348.2746073404948,209.0534922281901,878.9978333333333
347.1792449951172,206.62500762939453,879.0283
345.5013885498047,203.60161844889322,879.0628333333333
343.5096740722656,200.26419321695963,879.0983
341.3179168701172,197.1577402750651,879.1326666666666
339.0237274169922,194.35567474365234,879.1679666666666
336.39508056640625,192.04564412434897,879.2036
333.63929239908856,190.56100209554037,879.2383333333333
331.1581573486328,189.6811319986979,879.2727
328.82383728027344,189.11746470133463,879.3081666666667
326.6844940185547,188.6772435506185,879.3429666666667
324.709467569987,188.3519719441732,879.3733666666667
322.82830810546875,187.91421254475912,879.4127666666667
321.3006846110026,187.26932779947916,879.4430666666667
319.8446909586589,186.79349517822266,879.4785
318.5370585123698,186.68368021647134,879.5129
317.23377990722656,186.82808430989584,879.5482666666667
316.1186167399089,187.10292053222656,879.5836
315.5227762858073,187.35547383626303,879.6180666666667
315.5916798909505,187.15773264567056,879.6526
315.98512776692706,186.31922912597656,879.6882666666667
316.95159403483075,185.17693837483725,879.723
318.48170471191406,183.95200856526694,879.7532666666667
320.12994384765625,183.28541310628256,879.7876
321.4424184163411,183.57179260253906,879.8231
322.4492594401042,186.24612426757812,879.8584
323.5372009277344,190.9535395304362,879.8928666666667
325.05280049641925,197.2451375325521,879.9284
326.7223765055339,204.96634674072266,879.9629
328.89838155110675,213.00478871663412,879.9985333333333
331.45421346028644,221.46661122639975,880.0333
333.9429117838542,228.28747049967447,880.0677333333333
336.1988067626953,233.7094243367513,880.0983
337.5494689941406,237.55160268147787,880.1327333333334
338.44573465983075,239.82755025227866,880.1681333333333
338.7560577392578,241.5728988647461,880.2035
338.9818827311198,242.37762959798178,880.2380333333333
339.36866251627606,242.97912089029947,880.2734333333333
339.7547963460286,243.22342936197916,880.3078
340.2776692708333,243.42749532063803,880.3433333333334
341.0563659667969,243.70822397867838,880.3786
342.2556406656901,243.71442667643228,880.4130666666666
343.9635874430339,243.7776107788086,880.4476333333333
346.291753133138,244.15594482421875,880.4782666666666
349.9738057454427,245.30940755208334,880.5127
354.98077901204425,246.83030700683594,880.5481666666667
361.516845703125,248.6154301961263,880.5834666666667
369.2818908691406,250.1751454671224,880.6179333333333
377.4805196126302,251.36885833740234,880.6534666666666
385.8953094482422,252.70897928873697,880.6879333333334
394.180913289388,254.53240458170572,880.7226
402.48944600423175,257.2839838663737,880.7581333333334
410.3563283284505,260.80267842610675,880.7926333333334
417.81915791829425,265.1899922688802,880.8231
425.5268147786458,270.1747767130534,880.8576
433.28611755371094,275.28990681966144,880.8929666666667
440.7141571044922,279.8965759277344,880.9283666666666
447.540044148763,283.91522725423175,880.9629333333334
453.36553955078125,287.4897715250651,880.9985333333333
458.2629140218099,290.4554951985677,881.0329666666667
462.592529296875,293.76271565755206,881.0686
466.968744913737,297.56544494628906,881.1031666666667
471.45343017578125,301.4139455159505,881.1378666666667
475.8116404215495,305.11944580078125,881.1683333333333
480.4007619222005,309.1983337402344,881.2027333333333
485.6434682210286,314.4412841796875,881.2381666666666
492.1291859944661,320.8910319010417,881.2732666666667
499.5657450358073,327.9943084716797,881.3079
507.6839599609375,335.7415415445964,881.3434666666667
516.3356526692709,343.9390360514323,881.3782666666667
525.8436787923177,352.60516866048175,881.413
535.9210255940756,360.95411173502606,881.4485333333333
545.2367960611979,367.8230489095052,881.4833333333333
553.9253133138021,374.2814025878906,881.5127666666667
563.0292154947916,380.95107014973956,881.5486
572.5814514160156,387.98423767089844,881.5829666666667
581.8100789388021,394.1325988769531,881.6185666666667
590.4791361490885,400.09113057454425,881.653
599.4517415364584,406.7429707845052,881.6885
607.7468465169271,412.92466735839844,881.7233
614.861338297526,418.5081787109375,881.7577666666666
621.3351643880209,424.1130727132161,881.793
627.505605061849,429.8522593180339,881.8278
633.5839029947916,434.8467559814453,881.858
638.3008829752604,438.13401285807294,881.8934666666667
642.341054280599,440.22707112630206,881.9281
646.0447998046875,441.31592814127606,881.9634666666667
649.4883524576823,441.4095967610677,881.9982666666667
653.1018880208334,441.1628011067708,882.0327333333333
656.1250915527344,441.15395100911456,882.0685666666667
659.5563354492188,442.2547200520833,882.1031666666667
664.0043538411459,443.97080993652344,882.1378
668.9584452311198,446.3224232991536,882.1731333333333
673.8282979329427,448.7804463704427,882.2077666666667
678.49755859375,451.6377461751302,882.2383
683.4051005045573,454.9241129557292,882.2726666666666
688.4266052246094,458.29803975423175,882.3080666666667
692.8881429036459,462.0854746500651,882.3436
697.6324361165365,466.01178487141925,882.3781
703.0195719401041,469.8676350911458,882.4127333333333
709.2168884277344,472.89727783203125,882.4482
715.6778666178385,474.93284606933594,882.4836
722.2796122233073,475.7910614013672,882.5180333333333
729.2713521321615,476.0060323079427,882.5484333333334
735.5136311848959,475.96706136067706,882.5829666666667
741.7350463867188,476.0996398925781,882.6183333333333
747.262705485026,477.1600290934245,882.6530666666666
752.4815368652344,479.11623128255206,882.6877333333333
757.1897481282552,481.62652587890625,882.7235333333333
761.4517822265625,484.1741485595703,882.7580333333333
764.8907775878906,486.2638397216797,882.7935666666667
767.2771199544271,488.10895284016925,882.8279
769.2526041666666,489.48211161295575,882.8635
770.8076782226562,490.53925069173175,882.8979
