x,y,times
367.921142578125,267.68359375,86.394
368.0533752441406,267.6679382324219,86.427
368.2943115234375,266.5685729980469,86.46
368.22788492838544,267.30788167317706,86.489
368.14951578776044,267.22519938151044,86.519
368.00139872233075,267.0617421468099,86.556
367.9273732503255,267.1536102294922,86.59
367.72584533691406,267.05003865559894,86.629
367.5221405029297,266.86248779296875,86.661
367.43638102213544,266.72694905598956,86.697
367.48057047526044,266.5330810546875,86.733
367.5369110107422,266.50876871744794,86.762
367.56809997558594,266.53966267903644,86.796
367.7790273030599,266.5519561767578,86.832
367.9233042399089,266.61399332682294,86.861
368.10679117838544,266.7044321695964,86.893
368.18959045410156,266.7167561848958,86.938
368.3697153727214,266.6623280843099,86.974
368.4437764485677,266.50188700358075,87.009
368.4560241699219,266.4007975260417,87.043
368.4737294514974,266.2931722005208,87.079
368.51247151692706,266.1842854817708,87.113
368.73505147298175,266.1624450683594,87.148
368.8406066894531,266.24537658691406,87.174
368.97002665201825,266.28639729817706,87.207
369.09935506184894,266.372802734375,87.243
369.1968638102214,266.46222432454425,87.277
369.2995096842448,266.5649108886719,87.302
369.154780069987,266.73350016276044,87.354
369.066411336263,266.5970408121745,87.39
369.02843221028644,266.69956461588544,87.424
368.8623860677083,266.60207112630206,87.449
368.75335693359375,266.52296956380206,87.492
368.57044474283856,266.5890146891276,87.522
368.5453338623047,266.4257354736328,87.556
368.52931722005206,266.62408955891925,87.592
368.4954376220703,266.5777130126953,87.626
368.6011047363281,266.7620086669922,87.662
368.67943318684894,266.87672424316406,87.697
368.7401885986328,266.7366638183594,87.731
368.717768351237,266.8033701578776,87.766
368.71605428059894,266.6247202555339,87.801
368.65415445963544,266.4571024576823,87.836
368.6023915608724,266.3126475016276,87.867
368.59331766764325,266.2532196044922,87.901
368.4688313802083,266.2481384277344,87.936
368.42144775390625,266.29896036783856,87.971
368.43409220377606,266.3310546875,88.007
368.43646240234375,266.3685658772786,88.042
368.3687388102214,266.3714955647786,88.077
368.3777821858724,266.3594614664714,88.113
368.36536661783856,266.34291076660156,88.146
368.29180399576825,266.4692687988281,88.181
368.1666208902995,266.61021423339844,88.217
368.05438232421875,266.7709554036458,88.247
367.9720052083333,266.74289957682294,88.279
367.7708231608073,266.8885447184245,88.325
367.71409606933594,266.9388682047526,88.362
367.75168863932294,266.877934773763,88.395
367.6712646484375,266.8460337320964,88.426
367.3987528483073,266.8962910970052,88.461
367.17066446940106,267.12843322753906,88.495
367.0184020996094,267.1668395996094,88.531
366.8197275797526,267.3786214192708,88.565
366.44980875651044,267.6863555908203,88.596
366.1797129313151,268.1496938069661,88.631
365.9818522135417,268.50645446777344,88.666
365.1250712076823,269.3650817871094,88.7
364.22975158691406,270.17218526204425,88.736
363.2888641357422,271.2551778157552,88.771
362.3682912190755,272.1571350097656,88.806
361.1094512939453,273.08469645182294,88.841
359.90269470214844,273.64361063639325,88.876
359.44097391764325,273.86729939778644,88.911
358.76732381184894,274.03870646158856,88.941
358.04576110839844,274.0507354736328,88.976
356.86265055338544,274.08983357747394,89.011
356.0565541585286,274.1962127685547,89.046
355.4184824625651,274.6729227701823,89.081
354.46180216471356,274.76927185058594,89.116
353.5389760335286,275.30137125651044,89.151
352.7073923746745,275.75925699869794,89.185
352.32923380533856,276.4431457519531,89.221
351.925776163737,277.19915262858075,89.255
351.60052490234375,277.73389689127606,89.286
351.57404073079425,278.5334726969401,89.321
351.661860148112,278.53221130371094,89.355
351.5497080485026,278.21596272786456,89.391
351.594975789388,277.5938975016276,89.426
351.7854410807292,276.8265736897786,89.461
351.4214782714844,276.7687733968099,89.496
350.42279561360675,276.39307657877606,89.53
349.3880310058594,276.4242350260417,89.566
348.4886881510417,277.34076436360675,89.601
347.3664906819661,278.2622528076172,89.632
345.6769256591797,279.17286173502606,89.666
344.38710021972656,279.85984293619794,89.701
343.74623107910156,281.10059611002606,89.736
343.2400360107422,282.3301086425781,89.772
342.5702311197917,283.109369913737,89.806
342.21702575683594,283.801274617513,89.842
342.36875406901044,284.3982696533203,89.876
342.4261525472005,284.8805185953776,89.912
342.0853576660156,285.0789744059245,89.945
341.870122273763,285.3150177001953,89.976
341.79015096028644,285.51801045735675,90.016
340.950444539388,286.0898895263672,90.047
339.9589029947917,286.7410481770833,90.082
339.02540079752606,287.293212890625,90.117
338.4875844319661,287.7657826741536,90.151
337.5065460205078,288.53294372558594,90.186
336.42821248372394,289.5462951660156,90.221
335.82264709472656,290.5645701090495,90.256
335.39207458496094,291.66510518391925,90.291
334.9337921142578,292.6716766357422,90.321
334.5660095214844,293.6563008626302,90.356
334.46559651692706,293.9548695882161,90.392
334.39442952473956,293.92392985026044,90.426
334.3880106608073,293.1676839192708,90.462
334.26833089192706,292.15227762858075,90.496
334.4356435139974,291.18829854329425,90.531
334.5691833496094,290.4757029215495,90.566
334.7542419433594,290.5008951822917,90.602
334.7922058105469,290.7144521077474,90.637
335.00940958658856,291.28757731119794,90.666
334.89641825358075,291.2031504313151,90.706
334.52300516764325,289.63458251953125,90.736
